Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,NEG LEVEL,REASON
basketball camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
big chief east meadow,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
tennis near me for kids,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,0,0.00,0.00,OK,,Appears relevant
volleyball clinics near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),Added,0,0,0.00,0.00,OK,,Appears relevant
horseback riding camps near me,CM - Nonbranded - Geo Priorities (MxCx),Horseback Riding,Exact match (close variant),None,0,0,0.00,0.00,OK,,Appears relevant
future stars camp patchogue,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,4,0.01,0.00,OK,,Brand term matched: 'future stars'
future stars camp sayville,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,2,5,1.52,1.00,OK,,Has converted - protected from negation
day camps long island,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,1,2,3.03,0.00,OK,,Appears relevant
hamptons camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,0,0.00,0.00,OK,,Appears relevant
sports camps in maine,CM - pMax - Portland (MxConv),--,Performance Max,None,1,2,1.80,0.00,OK,,Appears relevant for Portland market
how should a baseball glove fit,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
red bulls summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
five star basketball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
flag football 9 year olds,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
st josephs summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
beginner soccer camps near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
steve & kate's camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
college football camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
top rated volleyball clubs near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
camp 3 year old,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
gamebreakers lacrosse camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
volleyball for kids,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
jch summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
bayport summer camp,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
swim school near me,CM - Non Brand - PMax,--,Performance Max,None,0,3,0.00,0.00,OK,,Appears relevant for Portland market
recreation center,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
soccer coaches near me,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
circus academy,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
summer camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
sjb sports camps,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
camps near me next week,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
huntington summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
kid strong day camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
girls basketball camps near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,2,3,3.90,0.00,OK,,Appears relevant
carle place summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
jalen brunson basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
youth summer sports camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
club scikidz central long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
wildcat summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
art camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,8,0.00,0.00,OK,,Appears relevant
music camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer camps lacrosse,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
hockey camps near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,1,3,2.74,0.00,OK,,Appears relevant
franklin square summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
day camps for 4 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
south shore day camp tuition,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
rye recreation summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
volleyball clinics,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Exact match (close variant),None,0,0,0.00,0.00,OK,,Appears relevant
summer camp august 24 28,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camp white plains ny,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,3,0.00,0.00,OK,,Appears relevant
reserve tennis,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
tennis westchester,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
tennis camp southampton ny,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,0,0,0.00,0.00,OK,,Appears relevant
special need summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
summer play camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
legacy harlem summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
escuela de fútbol para niñas cerca de mi,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
sports summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
baseball lessons near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
chips performance training,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
children activities nearby,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
basketball summer training,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
queens college theater camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
tennis center,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
westchester community college summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
west haverstraw summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
volleyball league,CM - Non Brand - PMax,--,Performance Max,None,0,3,0.00,0.00,OK,,Appears relevant for Portland market
volleyball camp,CM - Non Brand - PMax,--,Performance Max,None,0,6,0.00,0.00,OK,,Appears relevant for Portland market
swimming near me,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
bethpage golf camp,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
basketball near me for kids,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
challenger sports soccer camp,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
park ave tennis,CM - Non Brand - PMax,--,Performance Max,None,0,4,0.00,0.00,OK,,Appears relevant for Portland market
adventure camp,CM - Non Brand - PMax,--,Performance Max,None,0,4,0.00,0.00,OK,,Appears relevant for Portland market
camp c,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
camp kaylie near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
softball camps on long island,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Exact match (close variant),None,1,3,2.87,0.00,OK,,Appears relevant
summer camp for 12 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
jaxson dart youth football camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,4,0.00,0.00,OK,,Appears relevant
summer camp brentwood ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
kindering camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
summer golf camp for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,2,5,5.11,0.00,OK,,Appears relevant
jaxson dart youth football camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer football camps near me,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer basketball programs,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
camps in august near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer soccer registration 2026,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,1,1,1.44,0.00,OK,,Appears relevant
track camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
youth summer sports camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer sports kids,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
youth track camps near me 2025,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,0,0.00,0.00,OK,,Appears relevant
future stars day camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),None,5,10,3.65,0.00,OK,,Brand term matched: 'future stars'
future stars westhampton,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,0,0,0.00,0.00,OK,,Brand term matched: 'future stars'
flag football camp summer 2026,CM - Nonbranded - Other Geos (MxConv),Football Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
westchester day camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,6,0.00,0.00,OK,,Appears relevant
summer camp 4 year old,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,,Appears relevant
horse camp,CM - Nonbranded - Other Geos (MxConv),Horseback Riding,Exact match (close variant),None,0,0,0.00,0.00,OK,,Appears relevant
softball camps near me,CM - Nonbranded - Other Geos (MxConv),Softball Camps,Exact match (close variant),None,0,0,0.00,0.00,OK,,Appears relevant
volleyball camp,CM - Nonbranded - Other Geos (MxConv),Volleyball Camps,Exact match,Added,0,0,0.00,0.00,OK,,Appears relevant
baseball summer camps near me,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Exact match (close variant),None,0,0,0.00,0.00,OK,,Appears relevant
boys travel lacrosse teams near me,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
stables near me,CM - Non Brand - PMax,--,Performance Max,None,0,4,0.00,0.00,OK,,Appears relevant for Portland market
how many size soccer balls are there,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
jcc day camp,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
summer soccer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camps for neurodivergent kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
basketball summer camp 5 year old,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
island shores day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
soccer summer camps,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match,Added,0,6,0.00,0.00,OK,,Appears relevant
sports arena camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
st francis prep basketball camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
basketball camp girls near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,1,3,2.77,0.00,OK,,Appears relevant
summer camp lindenhurst ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
long island summer programs,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
all day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
cunningham tennis summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
patriot pride sports camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
youth summer programs near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
volleyball camps summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,1,7,2.69,0.00,OK,,Appears relevant
one river summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
lacrosse summer camps,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Exact match,Added,0,0,0.00,0.00,OK,,Appears relevant
baseball camps for teens near me,CM - Nonbranded - Geo Priorities (MxCx),Baseball Camps,Phrase match,None,0,0,0.00,0.00,OK,,Appears relevant
softball camp for 8 year olds,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match,None,0,0,0.00,0.00,OK,,Appears relevant
size 4 soccer ball for what age,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
