Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,NEG LEVEL,REASON
dance summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Exact match (close variant),None,1,1,2.82,0.00,OK,,Appears relevant
northeast volleyball camp,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
gold star camp huntington ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
nassau county summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,11,0.00,0.00,OK,,Appears relevant
sports camps near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),Added,0,2,0.00,0.00,OK,,Appears relevant
soccer camps near me summer,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,1,2,2.95,0.00,OK,,Appears relevant
maine audubon summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
maine juniors volleyball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,1,3,1.87,0.00,OK,,Appears relevant for Portland market
girls lacrosse camps maryland,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
tennis padel,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
future stars summer camps,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Brand term matched: 'future stars'
summer programs for high school students long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
best summer camps long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,1,2,2.76,0.00,OK,,Appears relevant
day camp nearby,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
robinhood summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
basketball camp nassau county,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
flag football camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,2,2.31,0.00,OK,,Appears relevant
goalkeeper summer camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp last week of august,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
farmingdale summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,2,2.45,0.00,OK,,Appears relevant
summer basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),Added,1,2,2.85,0.00,OK,,Appears relevant
cooper flagg basketball camp maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
somerset camp for girls,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
tennis racquet grip size,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
summer basketball long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
exact sports volleyball,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
camp gymnastics,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp farmingdale ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,2,7,5.25,0.00,OK,,Appears relevant
summer sports camps long island,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,1,3,3.08,0.00,OK,,Appears relevant
summer camps near by,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
baseball camp new rochelle,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
headfirst softball camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
northwestern lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
volleyball school,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
crestwood camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer soccer long island,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
youth girls volleyball camps near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,4,0.00,0.00,OK,,Appears relevant
cit programs summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
theater camp joan still,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
art camp portland maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
future star camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match,Added,3,4,8.25,0.00,OK,,Brand term matched: 'future star'
girls lacrosse camps long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,5,2.85,0.00,OK,,Appears relevant
camp jeanne d arc,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
basketball clinic near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,1,3,2.73,0.00,OK,,Appears relevant
high school basketball camps,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
boys basketball camp near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,1,2,2.61,0.00,OK,,Appears relevant
summer camps near me for 4 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
three village summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
dance camps near me,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Exact match (close variant),None,2,3,5.50,0.00,OK,,Appears relevant
bethpage summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
cheapest summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
football camps,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Exact match,Added,1,6,2.77,0.00,OK,,Appears relevant
academic summer camps long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
basketball camps in long island,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
goal keeper camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
gymnastic summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
day camps in long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
2 week summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
summer soccer,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,7,0.00,0.00,OK,,Appears relevant
soccer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),Added,9,52,23.48,0.00,OK,,Appears relevant
how do i stop shaking when nervous,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
windham summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
volleyball camps 2026,CM - pMax - Portland (MxConv),--,Performance Max,None,1,2,0.87,0.00,OK,,Appears relevant for Portland market
youth basketball programs near me,CM - pMax - Portland (MxConv),--,Performance Max,None,1,1,2.50,0.00,OK,,Appears relevant for Portland market
maine lightning soccer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
summer day programs for kids,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
windward baseball camp,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
future stars westhampton riverhead summer camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,4,0.01,0.00,OK,,Brand term matched: 'future stars'
summer camp forest hills ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,2,3.05,0.00,OK,,Appears relevant
garden city summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
we rock the spectrum summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
baseball summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
gymnastics summer camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
phelps lane summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
ace summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
pga camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
camps for 3 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,4,2.71,0.00,OK,,Appears relevant
hofstra lacrosse prospect camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer school camps for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
discover camp westchester,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
dance intensives summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer athletic camps near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match (close variant),None,1,3,2.79,0.00,OK,,Appears relevant
trackers camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
camp greenkill,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
softball camps near me 2026,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match,None,1,4,2.74,0.00,OK,,Appears relevant
day camps in suffolk county ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
week camps for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp levittown ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
east coast soccer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
local camps for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camps smithtown ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
colby basketball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
soccer star,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
horse places near me,CM - pMax - Portland (MxConv),--,Performance Max,None,1,1,0.71,0.00,OK,,Appears relevant for Portland market
tcr tennis camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,1,2,9.83,0.00,OK,,Appears relevant
tennis camp 5 year old,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
future stars summer camp promo code,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,0,3,0.00,0.00,OK,,Brand term matched: 'future stars'
icamp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer care,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
swimming camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
soccer camp long island ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
lax and leadership camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
painting summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
boys volleyball clinic near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
sports camps for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,5,0.00,0.00,OK,,Appears relevant
camps near me for 5 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
library camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
hofstra field hockey camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
nassau county summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,10,0.00,0.00,OK,,Appears relevant
acs summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
golf camps for teens near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
volleyball camp maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
art camp maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
art camp summer,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
lacrosse camps summer 2026,CM - Nonbranded - Other Geos (MxConv),Lacrosse Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
scarsdale rec camp 2026,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
triangle tennis southampton,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,,Appears relevant
carousel camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,5,0.00,0.00,OK,,Appears relevant
day camps long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,8,0.00,0.00,OK,,Appears relevant
howell summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
volleyball camps for the summer,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
baldwin ny summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
camp meadowlark,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
